,id,listing_url,name,description,picture_url,host_id,host_url,host_name,host_response_rate,neighbourhood,neighbourhood_group,latitude,longitude,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,availability_365,instant_bookable,bathrooms
8918,20614381,https://www.airbnb.com/rooms/20614381,Unique flat in beautiful Schillerkiez in Neukölln,"Hello dear travelers,<br />We are very excited to welcome you in this stunning city we can call our own. Welcome to Berlin, welcome to Neukölln, welcome to Schillerkiez! Please feel free to settle down in one of the hippest areas in the city. Find bars, shops and the city center in walking distance. This is a colorful neighborhood full of young families and students. We are open to meet adventurers, couples, families etc! Feel free to ask us anything! More photos coming very soon, promise!<br /><br /><b>The space</b><br />We are proud to have a spacious Altbau-flat we use for our office/shop, in a quiet street on the ground floor. We share a cozy kitchen where we meet for a chat and where you can cook and enjoy a very good quality Miele kitchen, dishwasher and washingmachine. In the living/sleeping room you will find a double bed (highbed), a sleeping couch for extra guests, a dresser and everything for a cozy stay.<br /><br /><b>Guest access</b><br />Kitchen, Bathroom, Living/Sleeping",https://a0.muscache.com/pictures/9a06841f-0496-49ce-b096-ef7120a8f944.jpg,78079321,https://www.airbnb.com/users/show/78079321,Alina & Jascha,67.0,Schillerpromenade,Neukölln,52.47569,13.42397,Private room,3,Private room,1.0,2.0,36.0,1,95.0,61,f,0.0
8937,20632571,https://www.airbnb.com/rooms/20632571,Apartment in City Center of Berlin West,"Das Einzimmer-Studio-Appartement Eisenacher Str. 11 /Ecke Nollendorfstraße ist eine kleine, helle Wohnung mite eigenem Bad und Küche im 2.OG mit Aufzug. Vom Appartement aus schaut man auf die kleine ruhige Kreuzung Eisenacher Str. 11 /Ecke Nollendorfstraße einer ruhigen Anliegerstraße mit einigen Antiquitätengeschäften.<br /><br /><b>The space</b><br />Komfortabel eingerichtetes Einzimmerappartement zwischen den U-Bahn-Stationen Wittenberg- und Nollendorfplatz gelegen. Die kleine Küche mit einem Kühlschrank, Kaffeemaschine, Wasserkocher, Toaster und Herdplatten lädt zur Selbstverpflegung ein. Das Appartement ist ausgestattet für bis zu 5 Personen, Esstisch, Schrank und SAT-TV, einem Doppelbett (180&200cm), einer großen Schlafcouch (145&195cm) und einer kleinen Schlafcouch (80&195cm).<br /><br /><b>Guest access</b><br />Sie mieten die gesamte Wohnung. Niemand anderes hat Zugang. Sie haben in eigenes Bad mit Dusche, Toilette und Waschbecken.<br /><br /><b>Other things to note</b><br />Be",https://a0.muscache.com/pictures/c6ab17f3-c1ae-445d-8168-5d1794cd88d1.jpg,662565,https://www.airbnb.com/users/show/662565,Gisella,100.0,Schöneberg-Nord,Tempelhof - Schöneberg,52.49742,13.34932,Entire home/apt,3,Entire home/apt,1.0,2.0,33.0,1,93.0,65,t,1.0
8950,20647375,https://www.airbnb.com/rooms/20647375,Wunderschöne Dachgeschosswohnung Prenzlauer Berg,"Über den Dächern von Berlin Prenzlauer Berg! Unsere moderne aber gemütliche Wohnung ist im Bötzowkiez gelegen, in der Nähe befinden sich viele Straßencafés, Restaurants, Kino, aber auch mehrere Bio-Bäcker und Bio-Supermärkte oder kleine Designerläden. Der Kollwitzplatz kann zu Fuß erreicht werden, mit der Straßenbahn ist man in 5 Minuten am Alexanderplatz. <br />Mit zwei Balkonen, einem grünen Innenhof und dem nah gelegenen Park kann nach einem anstrengenden City-Trip hier gut entspannt werden.<br /><br /><b>The space</b><br />Unsere Dachgeschosswohnung ist vollausgestattet und ideal für Familien mit Kindern. Auf Wunsch kann auch ein Babybett bereitgestellt werden. <br />Mit der Straßenbahn oder dem Bus 200 können viele Sehenswürdigkeiten schnell und direkt erreicht werden. <br />Im Familienfreundlichen Kiez sind viele schöne Spielplätze und der Park ist nur wenige Straßen entfernt.<br /><br /><b>License number</b><br />03/Z/AZ/004691-19",https://a0.muscache.com/pictures/b5385889-2c36-4e61-8491-ded70a0bbaab.jpg,42667991,https://www.airbnb.com/users/show/42667991,Katharina,83.0,Prenzlauer Berg Süd,Pankow,52.530390000000004,13.43154,Entire home/apt,5,Entire home/apt,3.0,3.0,200.0,3,100.0,250,f,2.0
8956,20660494,https://www.airbnb.com/rooms/20660494,Cute apartment directly at Bergmannkiez!,"Great location directly at the Bergmannkiez, this cute 37m² apartment is located in a quiet inner courtyard, in the lower ground level. It has a separate bedroom with windows to the courtyard, with a king bed. The lounge room has  a very comfortable sofa bed for 2 also with a window to the courtyard.  The bathroom is with a shower and kitchen is fully equipped, plus there is a washing machine. Please note the shower is only 2m in height so not suited for rugby players or sumo wrestlers!<br /><br /><b>The space</b><br />The apartment is located directly at the Markthalle at the Bergmann Kiez. It is on the lower ground floor in the quiet inner courtyard. The 37sqm flat has a bedroom with king bed, lounge room with a comfortable sofa bed, bathroom and kitchen. It can fit up to four people. Internet is included.<br /><br /><b>Guest access</b><br />Guests have full access to the entire apartment<br /><br /><b>Other things to note</b><br />The shower is 2m in height, not suitable for the ver",https://a0.muscache.com/pictures/e0da007b-328a-46b2-8c47-0d0a2f7c7e42.jpg,7790860,https://www.airbnb.com/users/show/7790860,Uta,100.0,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.489219999999996,13.39514,Entire home/apt,4,Entire home/apt,1.0,1.0,59.0,3,98.0,295,f,1.0
8960,20668500,https://www.airbnb.com/rooms/20668500,Two beautiful rooms in perfect location,"Die Wohnung befindet sich fußläufig in Nähe der U-Bahn, S-Bahn und mehrerer Buslinien in einer ruhigen Straße. Bars, Restaurants und Geschäfte des täglichen Bedarfs sind in wenigen Gehminuten zu erreichen.",https://a0.muscache.com/pictures/219261ef-fe24-4bf7-910f-1b2e08eb9212.jpg,10190465,https://www.airbnb.com/users/show/10190465,Stephanie,100.0,Schöneberg-Süd,Tempelhof - Schöneberg,52.48585,13.360420000000001,Private room,3,Private room,2.0,2.0,120.0,3,97.0,171,f,0.0
8961,20668903,https://www.airbnb.com/rooms/20668903,Apartment Berlin City Center,"Das Einzimmer-Studio-Appartement Eisenacher Str. 11 /Ecke Nollendorfstraße ist eine kleine, helle Wohnung, 27 qm, mit eigenem Bad und Küche im 2.OG mit Aufzug. Vom Appartement aus schaut man auf die kleine ruhige Kreuzung Eisenacher Str. 11 /Ecke Nollendorfstraße einer ruhigen Anliegerstraße mit einigen Antiquitätengeschäften.<br /><br /><b>The space</b><br />Komfortabel eingerichtetes Einzimmerappartement zwischen den U-Bahn-Stationen Wittenberg- und Nollendorfplatz gelegen. Die kleine Küche mit einem Kühlschrank, Kaffeemaschine, Wasserkocher, Toaster und Herdplatten lädt zur Selbstverpflegung ein. Das Appartement ist ausgestattet für bis zu 5 Personen, Esstisch, Schrank und SAT-TV, Waschmaschine, 2 zusammenstellbare Boxerspringbetten (200&100cm), einer großen Schlafcouch (145&195cm) und einer kleinen Schlafcouch (85&195cm).<br /><br /><b>Guest access</b><br />Sie mieten die gesamte Wohnung. Niemand anderes hat Zugang. Sie haben in eigenes Bad mit Dusche, Toilette und Waschbecken.<br ",https://a0.muscache.com/pictures/b498d814-1a83-4f8f-af49-765713cff716.jpg,662565,https://www.airbnb.com/users/show/662565,Gisella,100.0,Schöneberg-Nord,Tempelhof - Schöneberg,52.49742,13.34932,Entire home/apt,4,Entire home/apt,1.0,4.0,39.0,1,91.0,54,t,1.0
8967,20671210,https://www.airbnb.com/rooms/20671210,Modernes Superior Apartment in ruhiger Lage,"Die neu gebauten TRIO Apartments liegen 9 Kilometer vom Alexanderplatz entfernt mitten im historischen Flair von denkmalgeschützten Gebäuden und bieten Ihnen den Platz und den Komfort für Ihren individuellen Berlinaufenthalt!<br />Unsere 1- bis 4-Zimmer-Apartments bestechen durch gehobene Ausstattung, hohe Funktionalität und sind für die Eigenversorgung ausgelegt.<br /> Supermärkte und Einrichtungen für den täglichen Bedarf sind in wenigen Gehminuten zu erreichen.<br /><br /><b>The space</b><br />Unser 3-Zimmer-Superior-Apartment ist 53 qm groß und bietet bis zu 7 Personen Platz zum Schlafen, Wohnen und Kochen. Die Superior Apartments verfügen über 2 separate Schlafzimmer mit Einzelbetten, Doppelstockbetten und einem Arbeitsplatz je Zimmer. Die große Sitzecke im Wohnzimmer ist mit einer oder zwei gemütlichen Couchs versehen, die auch als Schlafsofa hohen Komfort bieten.<br /><br />Ausstattung:<br />1. Separates Schlafzimmer mit 2x Einzelbetten 90 x 200 cm (einzelstehend oder als Doppel",https://a0.muscache.com/pictures/4f664909-46bc-4eb2-8ccd-f05546cd24b9.jpg,1210739,https://www.airbnb.com/users/show/1210739,TRIO Apartment Hotel,100.0,Marzahn-Süd,Marzahn - Hellersdorf,52.519690000000004,13.527070000000002,Entire home/apt,7,Entire home/apt,2.0,7.0,169.0,4,94.0,361,t,1.5
8998,20711836,https://www.airbnb.com/rooms/20711836,Ferienhaus Bischof Berlin,"Modernes Ferienhaus mit großer Terrasse auf hinterem Teil eines Grundstückes am nord/östlichen Stadtrand von Berlin. Ein Schlafzimmer mit 2 Betten,  Wohnzimmer mit Schlafcouch und Gästebett, offene Küche, Bad mit Dusche und WC, alles mit Fußbodenheizung (nicht in Küche), somit ganzjährig nutzbar. Großer, nicht beheizter Pool , kann von mitte Mai bis September genutzt werden . S-Bahn S7 und Bus sind in 10 min. fußläufig zu erreichen. Mit Bahn ist man in 25 min. in der City.<br />für max. 4 Personen.<br /><br /><b>The space</b><br />Unser Ferienhaus liegt in einer grünen und ruhigen Gegend, nahe einem Naturschutzgebiet mit sehr guter Verkehrsanbindung zu Bus und S-Bahn.<br /><br /><b>Guest access</b><br />Wir stellen ein komplett separat stehendes Gästehaus zur Verfügung. Alle Räume außer Küche, haben Fußbodenheizung und können ganzjährig genutzt werden.<br /><br /><b>Other things to note</b><br />Das Ferienhaus ist im Ganzen Nichtraucherbereich. Auf der Terrasse besteht dafür die Möglic",https://a0.muscache.com/pictures/ab80850c-e8e7-48fb-b61d-8c5371fa8501.jpg,148278791,https://www.airbnb.com/users/show/148278791,Henry,100.0,"Malchow, Wartenberg und Falkenberg",Lichtenberg,52.57354,13.557020000000001,Entire home/apt,4,Entire home/apt,1.0,2.0,70.0,2,98.0,354,f,1.0
9003,20718595,https://www.airbnb.com/rooms/20718595,P18 Zentral gelegene Wohnung 6 Personen,"Die Wohnung ist komplett saniert und die alten Holzdielen sind neu abgezogen. Die Wohnung hat hohe Decken und Türen und original Leisten.<br /><br /><b>The space</b><br />Die Wohnung hat einen großen Flur, ein neues Badezimmer mit Badewanne, eine neue Küche mit allen wichtigen Gerätschaften wie Kühlschrank mit Gefrierschrank und Herd. Esszimmer, kleines Schlafzimmer mit einem Bettsofa (140x200), ein großes Wohnzimmer mit Doppelschlafcouch (140x200) und einem Essbereich mit Platz für 6 Personen und ein großes Schlafzimmer mit Doppelbett (180x200). Die Wohnfläche beträgt 69 m².Es gibt einen LCD-Flachbildschirm mit Kabelanschluss und DVD-Player mit Stereoanlage und WIFI.<br />Im Badezimmer befindet sich auch eine neue Waschmaschine. <br /> <br />Es gibt Bettdecken und Kopfkissen für 6 Personen in der Wohnung, inklusive Service, Töpfen und Pfannen. Außerdem ein Kinderbett mit Decke / Kopfkissen.<br /> <br /> <br />Die Wohnung ist zentral gelegen, nur 5 Gehminuten vom U-Bahn/S-Bahn Westhafe",https://a0.muscache.com/pictures/365f955d-363b-486f-8196-808f3860b7cb.jpg,127309004,https://www.airbnb.com/users/show/127309004,Kim,90.0,Wedding Zentrum,Mitte,52.54068,13.34816,Entire home/apt,6,Entire home/apt,2.0,3.0,109.0,5,96.0,290,f,1.0
9004,20718822,https://www.airbnb.com/rooms/20718822,S24 Neu renovierte Wohnung mit 4 Schlafplätzen,"Die Seitenstraße, in der die Wohnung liegt, ist ruhig. Der Nordkanal befindet sich in unmittelbarer Nähe mit einem schönen grünen Erholungsgebiet. Am Kanal entlang zu Fuß, gelangt man direkt zum Hauptbahnhof, dem Berliner Dom und dem Alexanderplatz.<br /><br /><b>The space</b><br />Die Wohnung liegt nur 4 Gehminuten vom U und S-Bahn-Westhafen entfernt. In 5 Minuten ist man mit der U-Bahn am Zoologischen Garten und Kurfürstendamm. Die S-Bahn Westhafen liegt genau auf der Strecke Ringbahn. Mit der Ringbahn begibt man sich auf den Weg rund um den Citybereich Berlins und kann somit viele interessante Dinge sehen und erleben.<br />Die Wohnung ist ruhig gelegen und verfügt über gute Einkaufsmöglichkeiten in der Umgebung, und einige Restaurants und Cafés. Die Wohnung ist hell und liegt westlich und liegt ebenerdig im 2. Hinterhof und damit völlig ungestört. Sie ist mit einer modernen neuen Einbauküche eingerichtet und bietet einen schönen Tresen zum Sitzen im Fensterbereich.<br /><br /><b>Oth",https://a0.muscache.com/pictures/86939e97-c7e0-48a4-9ce2-ee630b21f7be.jpg,127309004,https://www.airbnb.com/users/show/127309004,Kim,90.0,Wedding Zentrum,Mitte,52.539530000000006,13.34869,Entire home/apt,4,Entire home/apt,1.0,2.0,95.0,5,83.0,359,f,1.0
9010,20727926,https://www.airbnb.com/rooms/20727926,Der Standard,"Modern möbliertes 1-Zi-Apartment <br />Na eine kleine aber coole 1 Zimmerwohnung in einer schönen Gegend, alles gut zu erreichen und man findet sich schnell zurecht.<br /><br /><b>The space</b><br />Wohnfläche ca.<br />    32 m² <br />Zimmer<br />    1 <br />Badezimmer<br />    1 <br />Haustiere<br />    Nein <br />Waschmaschine <br />Küche <br />Gegensprechanlage<br />Max 3 Leute finden einen Schlafplatz<br /><br /><b>Guest access</b><br />Gesamte Wohnung",https://a0.muscache.com/pictures/836376ce-57ad-46d6-8f70-e1de991534c8.jpg,148429204,https://www.airbnb.com/users/show/148429204,Alex,100.0,Neu Lichtenberg,Lichtenberg,52.50495,13.4794,Entire home/apt,3,Entire home/apt,1.0,1.0,47.0,1,97.0,84,f,1.0
9015,20738609,https://www.airbnb.com/rooms/20738609,Loft in Kreuzberg,Loft con basement in Graefekiez.,https://a0.muscache.com/pictures/ca4a263d-2438-4983-b5f9-cf175a411bee.jpg,13591469,https://www.airbnb.com/users/show/13591469,Sarah & Francesco,50.0,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.48952,13.38411,Entire home/apt,6,Entire home/apt,2.0,3.0,400.0,5,100.0,358,f,2.0
9020,20745478,https://www.airbnb.com/rooms/20745478,"#11 sleep box, small, smart, cozy! best area +SNES","You have your private cozy room with tv, wifi, bed linen and towels provided.<br />SPECIAL: +SuperNintendo<br />Shared bathrooms with shower.<br />A big shared kitchen is free to use with seats/tables and a communal area.<br /><br />sleep in our brand new sleep box mini-hotel.<br />smart, small and very cozy in one of the best areas of Berlin!<br />It´s in one of the historic buildings of the former known Stalinallee with best connection to the public transports. the city center and all the best spots are just 10min far away.<br /><br /><b>The space</b><br />It´s a small room but very cozy and in the best location.<br />You will also have free wifi, a tv and as our highlight:<br />Each room has a Super Nintendo Mini Classic +30 Games for gaming fun in the room. All the classic games: SuperMario, MarioKart, DonkeyKong,Zelda,Streetfighter,...<br /><br /><b>License number</b><br />gewerblich",https://a0.muscache.com/pictures/785706c0-8ab7-430f-b261-9564d80a36f4.jpg,2293972,https://www.airbnb.com/users/show/2293972,Philipp,100.0,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.515269999999994,13.456420000000001,Private room,3,Private room,1.0,2.0,36.0,1,91.0,180,t,0.0
9022,20747633,https://www.airbnb.com/rooms/20747633,"#15 - sleep smart, small and cozy in the best area","You have your private cozy room with tv, wifi, bed linen and towels provided. Shared bathrooms with shower.<br />A big shared kitchen is free to use with seats / tables and a communal area.<br /><br />sleep in our brand new sleep box mini-hotel.<br />smart, small and very cozy in one of the best areas of Berlin!<br />It´s in one of the historic buildings of the former known Stalinallee with best connection to the public transports. the city center and all the best spots are just 10min far away.<br /><br /><b>License number</b><br />gewerblich",https://a0.muscache.com/pictures/006ca4dc-56e4-45a8-af17-51139c9b905e.jpg,2293972,https://www.airbnb.com/users/show/2293972,Philipp,100.0,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.515269999999994,13.456420000000001,Private room,4,Private room,1.0,4.0,40.0,1,88.0,178,f,0.0
9024,20752815,https://www.airbnb.com/rooms/20752815,"#14 sleep box, small and cozy in best area! +SNES!","You have your private cozy room with tv, wifi, bed linen and towels provided. Shared bathrooms with shower.<br />A big shared kitchen is free to use with seats / tables and a communal area.<br /><br />sleep in our brand new sleep box mini-hotel.<br />smart, small and very cozy in one of the best areas of Berlin!<br />It´s in one of the historic buildings of the former known Stalinallee with best connection to the public transports. the city center and all the best spots are just 10min far away.<br /><br /><b>The space</b><br />It´s a small room but very cozy and in the best location.<br />You will also have free wifi, a tv and as our highlight:<br />Each room has a Super Nintendo Mini Classic +30 Games for gaming fun in the room. All the classic games: SuperMario, MarioKart, DonkeyKong,Zelda,Streetfighter,...<br /><br /><b>License number</b><br />gewerblich",https://a0.muscache.com/pictures/fa003e3e-2fb8-4301-abf3-376f8566db6d.jpg,2293972,https://www.airbnb.com/users/show/2293972,Philipp,100.0,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.515269999999994,13.456420000000001,Private room,3,Private room,1.0,2.0,36.0,1,86.0,178,f,0.0
